Hugo_Symbol,TCGA.2J.AAB1.01,TCGA.2J.AAB4.01,TCGA.2J.AAB6.01,TCGA.2J.AAB8.01,TCGA.2J.AAB9.01,TCGA.2J.AABA.01,TCGA.2J.AABE.01,TCGA.2J.AABF.01,TCGA.2J.AABH.01,TCGA.2J.AABI.01,TCGA.2J.AABK.01,TCGA.2J.AABO.01,TCGA.2J.AABP.01,TCGA.2J.AABR.01,TCGA.2J.AABT.01,TCGA.2J.AABU.01,TCGA.2J.AABV.01,TCGA.2L.AAQA.01,TCGA.2L.AAQE.01,TCGA.2L.AAQI.01,TCGA.2L.AAQJ.01,TCGA.2L.AAQL.01,TCGA.2L.AAQM.01,TCGA.3A.A9I5.01,TCGA.3A.A9I7.01,TCGA.3A.A9I9.01,TCGA.3A.A9IB.01,TCGA.3A.A9IC.01,TCGA.3A.A9IH.01,TCGA.3A.A9IJ.01,TCGA.3A.A9IL.01,TCGA.3A.A9IN.01,TCGA.3A.A9IO.01,TCGA.3A.A9IR.01,TCGA.3A.A9IS.01,TCGA.3A.A9IU.01,TCGA.3A.A9IV.01,TCGA.3A.A9IX.01,TCGA.3A.A9IZ.01,TCGA.3A.A9J0.01,TCGA.3E.AAAY.01,TCGA.3E.AAAZ.01,TCGA.F2.6879.01,TCGA.F2.6880.01,TCGA.F2.7273.01,TCGA.F2.7276.01,TCGA.F2.A44G.01,TCGA.F2.A44H.01,TCGA.F2.A7TX.01,TCGA.F2.A8YN.01,TCGA.FB.A4P5.01,TCGA.FB.A4P6.01,TCGA.FB.A545.01,TCGA.FB.A5VM.01,TCGA.FB.A78T.01,TCGA.FB.A7DR.01,TCGA.FB.AAPP.01,TCGA.FB.AAPQ.01,TCGA.FB.AAPS.01,TCGA.FB.AAPU.01,TCGA.FB.AAPY.01,TCGA.FB.AAPZ.01,TCGA.FB.AAQ0.01,TCGA.FB.AAQ1.01,TCGA.FB.AAQ2.01,TCGA.FB.AAQ3.01,TCGA.FB.AAQ6.01,TCGA.H6.8124.01,TCGA.H6.A45N.01,TCGA.H8.A6C1.01,TCGA.HV.A5A3.01,TCGA.HV.A5A4.01,TCGA.HV.A5A5.01,TCGA.HV.A5A6.01,TCGA.HV.A7OL.01,TCGA.HV.A7OP.01,TCGA.HV.AA8V.01,TCGA.HV.AA8X.01,TCGA.HZ.7289.01,TCGA.HZ.7918.01,TCGA.HZ.7919.01,TCGA.HZ.7920.01,TCGA.HZ.7922.01,TCGA.HZ.7923.01,TCGA.HZ.7924.01,TCGA.HZ.7925.01,TCGA.HZ.7926.01,TCGA.HZ.8001.01,TCGA.HZ.8002.01,TCGA.HZ.8003.01,TCGA.HZ.8005.01,TCGA.HZ.8315.01,TCGA.HZ.8317.01,TCGA.HZ.8519.01,TCGA.HZ.8636.01,TCGA.HZ.8637.01,TCGA.HZ.8638.01,TCGA.HZ.A49G.01,TCGA.HZ.A49H.01,TCGA.HZ.A49I.01,TCGA.HZ.A4BH.01,TCGA.HZ.A4BK.01,TCGA.HZ.A77O.01,TCGA.HZ.A77P.01,TCGA.HZ.A77Q.01,TCGA.HZ.A8P0.01,TCGA.HZ.A8P1.01,TCGA.HZ.A9TJ.01,TCGA.IB.7644.01,TCGA.IB.7645.01,TCGA.IB.7646.01,TCGA.IB.7649.01,TCGA.IB.7651.01,TCGA.IB.7652.01,TCGA.IB.7885.01,TCGA.IB.7886.01,TCGA.IB.7887.01,TCGA.IB.7888.01,TCGA.IB.7889.01,TCGA.IB.7890.01,TCGA.IB.7891.01,TCGA.IB.7893.01,TCGA.IB.7897.01,TCGA.IB.8126.01,TCGA.IB.8127.01,TCGA.IB.A5SO.01,TCGA.IB.A5SP.01,TCGA.IB.A5SQ.01,TCGA.IB.A5SS.01,TCGA.IB.A5ST.01,TCGA.IB.A6UF.01,TCGA.IB.A6UG.01,TCGA.IB.A7LX.01,TCGA.IB.A7M4.01,TCGA.IB.AAUM.01,TCGA.IB.AAUN.01,TCGA.IB.AAUO.01,TCGA.IB.AAUP.01,TCGA.IB.AAUQ.01,TCGA.IB.AAUR.01,TCGA.IB.AAUS.01,TCGA.IB.AAUT.01,TCGA.IB.AAUU.01,TCGA.IB.AAUV.01,TCGA.IB.AAUW.01,TCGA.L1.A7W4.01,TCGA.LB.A7SX.01,TCGA.LB.A8F3.01,TCGA.LB.A9Q5.01,TCGA.M8.A5N4.01,TCGA.OE.A75W.01,TCGA.PZ.A5RE.01,TCGA.Q3.A5QY.01,TCGA.Q3.AA2A.01,TCGA.RB.A7B8.01,TCGA.RB.AA9M.01,TCGA.RL.AAAS.01,TCGA.S4.A8RM.01,TCGA.S4.A8RO.01,TCGA.S4.A8RP.01,TCGA.US.A774.01,TCGA.US.A776.01,TCGA.US.A779.01,TCGA.US.A77E.01,TCGA.US.A77G.01,TCGA.US.A77J.01,TCGA.XD.AAUG.01,TCGA.XD.AAUH.01,TCGA.XD.AAUI.01,TCGA.XD.AAUL.01,TCGA.XN.A8T3.01,TCGA.XN.A8T5.01,TCGA.YB.A89D.01,TCGA.YH.A8SY.01,TCGA.YY.A8LH.01,TCGA.Z5.AAPL.01,DEG type
LTBP3,3651.0341,4592.138,7155.2339,3121.8143,5903.7085,6310.1049,4798.2673,4166.3613,4229.4251,14913.3563,2395.8469,3926.25,2340.1052,5272.115,5234.6183,3878.821,4616.9134,1985.5942,6031.4458,3664.422,2432.7723,6076.0204,2916.1187,5430.7983,4309.8098,4968.0283,6839.1615,4401.3235,3768.5877,6214.3636,10419.1346,6174.1975,6632.8462,6119.0359,4160.9541,5506.1028,3800.4265,6351.4895,4412.4535,3602.6301,5372.589,3285.1309,2827.6237,4741.3317,6779.8962,4701.0147,1821.9702,4688.9262,3060.9279,5714.5528,4450.6192,5147.139,3030.4164,6842.3005,2531.0653,4830.3774,336.2824,2606.8941,6789.069,987.1424,4008.3044,4989.4207,2524.3463,8980.5646,5174.5323,1319.0984,2985.5493,6029.2151,7167.1629,3678.4806,6178.6795,4036.0021,4764.0035,2929.1488,2903.4689,2022.0531,6666.9641,2060.6354,401.0141,2193.7342,2409.7639,3396.3237,4395.0835,5633.1279,2147.4788,4524.7568,4373.5515,5513.9632,4025.7005,2997.4777,2989.8879,3370.3635,3067.6488,6386.7048,3227.8668,2177.9987,2004.5738,5225.1039,4004.9487,9126.398,3157.1874,3705.9209,4159.8758,6473.2745,6438.7309,3323.2888,1270.4371,4090.9424,3011.5491,3226.7027,1727.1878,2577.0728,2491.2327,3625.7196,3114.9987,2346.9198,2552.2221,3424.3533,2796.712,5314.5882,3131.442,2938.1784,3552.2443,3552.8719,4621.9724,6171.976,4814.1806,6277.0029,5573.1739,5286.1337,9545.7143,7525.9975,18233.4386,2941.0753,5352.8602,4681.3547,4319.2673,5256.2111,4266.0077,5596.055,5634.586,7483.0502,3647.7929,9582.4596,5896.6654,10385.0091,2634.8139,8505.2081,5728.7417,2839.282,4992.5074,4919.7379,3984.4065,3348.5508,3915.5317,6557.2403,6247.8992,2788.4158,2190.5557,4454.0974,4801.4947,607.8589,4581.7334,3775.7467,3215.2853,7510.8283,9269.8311,4669.3753,4722.0802,5633.7547,8172.3945,6284.4577,5902.3535,4061.7114,3985.4922,1941.7094,NS
LTBP4,4292.6829,1938.1313,2607.0175,2845.5934,3310.8253,3307.9693,2730.3838,3525.1174,2131.0976,2276.1248,1876.6122,8986.3782,1665.9653,2366.1101,4986.2328,2167.0306,1285.0394,2244.9226,2759.4995,2915.5978,2976.7327,4551.8421,5311.5727,1805.5222,4766.6948,2588.6686,3572.3068,3203.4568,2509.3408,1659.2632,5058.4518,6480.3695,2587.3529,1507.8945,1343.4802,2590.949,2018.8017,3302.5013,1539.0335,1832.5852,3109.215,5133.5079,1777.3852,2252.2246,5257.485,2314.4675,1761.5894,3667.7852,1180.7388,2274.8224,3487.9245,4431.8801,4331.567,2741.784,1738.2439,6389.6933,1161.5371,1995.0102,4037.2414,1323.1183,2390.0325,2398.2621,4816.5735,2149.8876,2724.9884,951.4173,2778.4038,2981.4442,3668.7451,3897.6293,6222.2845,5651.8001,2263.4315,1609.2077,2059.7659,979.571,3037.3424,1862.9782,1105.5933,709.6115,1326.1507,1296.247,1597.0021,5296.8854,3400.7481,2261.6881,2033.4755,1698.1595,1749.3761,1368.6418,2247.0893,1909.504,2241.8759,4258.2444,2615.7476,1302.9139,2547.2086,3535.558,3229.1493,11576.3994,3539.7168,4813.8862,2428.4999,5533.7423,2858.4019,3347.8173,2297.6048,3221.7602,3301.227,2325.5717,493.401,1946.9027,2995.9272,2542.5391,2004.1957,1555.8207,1422.0899,3063.2911,1275.2369,2151.7444,1583.789,863.5682,2974.7018,2182.669,3185.1324,4756.296,2546.3609,3445.7491,4594.3638,6027.9598,7088.3063,2603.9731,3946.4379,2698.453,3091.7563,1645.3064,2320.1822,4006.5911,19177.9337,4539.2245,2713.8658,3587.3206,3573.072,4002.0704,4400.3146,1600.769,4510.2632,1642.6396,2452.6148,2063.7565,3821.7478,3354.0444,3738.8247,2605.6236,3400.8363,2632.1888,5170.418,2655.3015,4245.1046,3251.9852,2156.6316,2573.2484,5346.788,3724.8908,2475.1255,4135.81,5914.1892,3534.6174,6504.21,4228.2744,3456.2236,6486.2932,4972.7646,3375.5841,4840.4807,2062.1083,NS
LTBR,3227.8049,2404.0404,1752.6316,2669.8002,3065.3805,3064.9757,2687.8372,3284.4866,3848.8676,13829.8258,2753.2244,2711.5385,2100.4734,2521.3358,2640.801,2406.1135,3560.6299,3170.7219,2866.0797,2216.4568,2422.7723,3864.8937,4090.2077,3799.5198,3246.8301,2897.4504,4589.741,3480.9877,2234.8272,1317.1964,3156.0364,1477.4827,2853.7437,1686.5697,2970.9223,4465.29,2690.6132,2167.2282,3528.6245,2049.1154,2241.3457,2790.9499,1738.8104,2295.1826,2391.2176,2140.9913,3498.8962,2382.5503,5826.4336,2985.0285,2712.9108,2504.0872,4469.3414,5331.2467,3406.9913,4052.4456,3418.5359,2328.8581,2954.4828,4008.0273,3573.6728,3810.2824,3125.5921,6714.9638,7666.3564,2712.3277,4446.0094,3368.2329,3052.2214,4009.1595,4956.1808,2361.6335,2737.7239,3364.0257,5033.2717,3541.3687,2604.2677,1859.088,21491.9341,2208.18,1992.3948,1892.9719,2922.4839,1729.2909,2104.9875,2006.5893,3064.6104,2445.8078,3006.0606,2114.8401,5250.1078,1857.6297,2505.4161,2008.1134,1702.7003,2430.3554,2288.1544,2805.2516,2681.6293,2251.6848,2330.6935,3324.4937,4813.8215,2596.6258,1986.4865,3714.8471,4694.012,6566.0905,3711.0429,1595.4262,4843.6548,1913.5466,2683.4103,2525.3114,3547.5371,2335.2379,5292.809,1864.0616,2246.3947,2628.8279,2035.81,1977.1364,1590.1699,1840.9623,3216.2145,2622.2394,2993.5986,3605.5377,3139.1973,2070.4325,2810.0743,4048.4776,7285.343,3352.2698,2435.1254,3238.8983,4642.8238,1789.0182,3133.2908,1811.0911,2561.4895,3029.9043,2684.2778,2117.1843,2040.5033,5692.6199,2038.7336,3382.2335,2292.7609,3137.2774,4252.2344,5124.4522,1873.6671,6209.0844,3096.7742,2701.2876,3056.806,2923.0769,3870.4179,2485.442,4018.1053,12070.5537,3540.1752,3438.8646,2961.2049,2305.1157,2300.6757,1953.1494,2618.1278,3641.58,4358.1224,2849.2253,2786.742,6715.5374,4247.3818,1754.416,NS
LTC4S,53.0976,38.6658,9.3275,13.7814,54.5874,37.401,59.516,39.2416,68.1577,155.7765,47.9063,19.0625,55.6707,85.1701,39.9687,37.7074,135.3386,7.0099,19.101,30.9876,39.9653,121.1151,22.1009,33.4154,37.5232,62.187,67.9915,99.5802,39.698,49.6981,86.472,81.3337,27.7305,43.006,4.3844,11.6432,8.7442,54.877,4.1264,33.1238,100.9605,34.2895,2.3557,50.1258,30.2595,23.6135,8.7472,22.1365,14.3316,63.7383,43.1596,35.8447,15.7759,54.6114,35.1769,60.0068,4.4931,35.8886,85.6966,10.4716,67.6544,36.7705,16.4776,82.8878,12.8478,42.5397,39.2582,23.3638,55.2611,41.4009,8.978,21.7625,36.788,4.2773,67.8189,19.0807,38.9234,77.1601,1.563,2.728,12.4376,2.0747,4.3983,31.1266,20.1397,9.6297,13.9121,24.0859,8.5383,7.462,2.4148,10.7611,32.3028,37.5786,15.9189,25.9846,15.6982,32.6751,169.4154,51.0741,20.1488,42.1794,58.418,85.5406,65.7227,24.1628,11.3473,34.1764,24.1626,10.578,0.5076,15.228,3.7089,29.3772,27.3257,1.861,145.4813,16.5272,16.3,25.4837,5.4251,1.0532,7.1232,23.8028,26.0701,71.143,57.2424,41.0647,10.9005,74.1415,46.3672,19.9364,19.5347,21.1616,47.1326,18.9039,76.1573,45.909,43.6798,86.8665,75.7374,65.5383,30.1917,109.2919,80.6685,5.0753,37.5693,46.4569,35.451,5.135,92.4975,38.6117,96.0288,40.8291,67.9211,51.133,133.2744,5.7963,31.1045,30.4976,48.16,17.1093,63.2466,19.6332,42.2958,119.1778,106.3581,45.1744,30.4359,26.8067,46.8091,54.5352,38.4327,29.632,43.1353,26.0456,NS
LTF,731.7073,14651.0943,59.0643,549.0012,384.7803,405.8243,4167.7201,4227.5184,3056.1847,1910.7402,10975.4944,65.7051,52.6039,1838.59,48.1852,15.2838,1948.0315,282.7267,1275.2549,8927.5303,329.2079,699.8853,1.1869,1714.2857,361.3694,5060.6232,170.9161,389.6296,2959.636,3.7239,51.4746,103.3487,56.3817,17.9019,0,755.2724,2.245,501.072,6289.2193,65.4872,1104.8269,243.8295,82.7444,1359.9264,171.9228,8819.8259,729.0287,2298.6577,2767.81,5463.282,7779.9165,2406.6757,725.9652,288.4716,424.0533,611.1048,91.8101,5077.7183,857.2414,116.0169,2332.6111,571.3251,159.8617,9059.7052,466.7287,2386.4278,380.2817,509.1275,1874.5129,758.6207,1580.683,362.1709,29971.6927,3170.2355,4425.1386,5776.3023,24412.2211,552.842,1035.5463,699.7955,196.8629,652.5112,555.8887,873.4261,1045.8853,31.0637,1352.7204,1001.636,1069.1622,710.5401,1.7249,197.2738,5599.5922,184.2814,284.5408,3170.9894,4568.7174,530.0875,1308.9498,168.34,1234.4612,732.8833,3242.2438,697.8528,2444.1833,2611.098,1628.7425,3374.6864,50.6135,377.5468,2.5381,3806.6712,287.5373,2094.3546,421.5826,309.2806,39.5901,3032.4711,2568.6032,11.7862,6354.4548,6.7466,363.2093,699.1951,777.0511,934.909,1389.9394,523.9695,28.8452,10004.3687,2287.2809,5543.4405,610.7473,1303.0687,892.4731,279.9325,1891.2657,4089.7501,6997.449,10974.3012,248.4076,1450.9569,1624.2011,957.3499,1178.5293,57.2466,4374.3477,291.8782,1562.9139,12.062,4045.6802,1205.5594,3021.9064,24.5133,243.7276,189.2704,1211.6827,127.2349,347.9594,1104.288,1937.6842,2365.9971,1435.8189,2968.1223,596.9877,15859.9269,306.7568,5236.3352,4655.2749,186.6944,792.7215,5081.0489,268.2425,9.3458,627.4942,1745.2991,NS
LTK,192.6829,127.5253,8.1871,27.262,34.298,21.9195,42.5466,46.0707,40.5052,9.0711,44.712,102.5641,14.7291,22.2635,25.0313,26.2009,42.5197,193.4446,20.3892,6.3161,215.8416,27.8143,2.3739,439.976,150.8876,35.1275,9.2714,37.037,109.1859,9.0438,9.6515,13.2794,8.2762,14.8035,0.9087,10.9842,0,21.6437,428.9963,10.0343,75.0853,89.0052,25.6184,11.0463,6.9195,19.424,18.2119,2.2371,4.8373,16.4805,127.1109,14.9864,11.355,25.5608,370.3704,20.0661,151.6258,122.9493,13.7931,162.9493,156.5547,99.9276,14.2099,27.4794,13.96,132.1621,12.2066,57.6682,91.1925,60.8836,64.6289,62.3321,98.2091,365.0964,225.5083,298.2635,115.4219,134.4284,2.6137,10.2249,50.7011,12.2228,19.7002,49.3704,135.4115,3.1377,52.7388,23.7219,43.1373,20.9754,4.7434,88.2242,24.4679,32.4272,19.2257,24.0154,32.2632,140.0438,118.0382,668.9589,20.1584,94.0212,38.7497,205.138,33.49,220.0849,37.7246,178.7003,34.0491,28.6902,15.736,21.7835,8.6886,83.2229,346.3959,34.6575,6.3064,53.9351,99.7116,7.6866,19.7277,3.7481,30.3578,38.4249,45.587,146.8423,215.2426,15.1946,159.7875,20.533,61.6752,17.7141,7.8065,11.159,30.8244,8.4317,17.2157,67.3192,22.3214,66.7268,22.538,20.933,342.565,27.7433,47.9748,4.6993,28.7603,253.8071,8.2211,37.9092,764.6475,191.7186,67.0117,174.4773,9.5579,55.3648,22.508,418.2952,546.6493,564.3197,16,137.6776,211.5944,69.4323,382.9302,39.5859,45.9459,32.2749,211.9861,245.738,43.2489,33.3731,62.1788,7.0093,373.498,41.5954,NS
LTN1,459.0244,415.404,483.0409,789.6592,466.2379,630.0297,517.959,690.7061,580.1394,487.3004,404.5572,395.8333,255.1289,571.4286,556.9462,367.9039,151.1811,851.3975,431.418,749.6696,433.6634,186.938,434.4214,397.9592,603.973,371.6714,585.71,365.4321,416.223,236.7336,541.0195,416.8591,454.6748,500.2216,315.3112,631.8102,558.4397,676.6718,429.7398,313.1767,625.5485,783.4705,870.7303,661.5526,814.3713,816.4769,650.6623,578.2998,492.9639,402.7419,449.6096,643.733,463.2854,223.2655,532.2514,653.5173,431.2294,714.3626,482.7586,751.6694,319.61,534.3954,458.8623,468.1489,723.127,385.2226,521.1268,554.8502,488.6984,603.9871,559.079,627.6196,471.9815,336.1884,165.7425,69.4586,531.0378,545.4938,507.057,675.2556,613.9586,801.0656,573.4475,826.0437,1014.9626,841.5438,941.7213,266.2577,903.0303,972.2077,614.9202,814.8429,914.9994,852.598,741.0644,862.6321,914.123,653.1729,556.941,475.3129,605.7115,529.8939,406.3184,561.3497,511.1633,589.1095,912.5749,466.2245,708.2822,889.8129,353.8071,618.1076,693.7279,1038.431,451.7916,725.5474,436.8924,652.1739,344.4582,910.0972,892.0339,985.7571,1165.8836,816.5282,683.0279,595.8931,285.298,382.3164,419.3946,716.0332,337.7678,413.3291,381.6023,574.1821,726.1649,654.3002,295.126,634.4723,523.5969,563.1199,450.2695,553.2297,437.1538,621.5321,719.2293,715.1554,378.9864,296.4467,615.6657,599.6554,155.4121,354.5763,506.3103,516.943,436.0812,667.8112,258.3065,844.0748,707.5174,570.1429,535.1579,466.928,194.4653,557.2052,451.8485,265.5298,525.6757,485.6845,466.5676,503.1185,428.27,550.0596,439.8767,457.3598,403.4836,819.943,NS
LTV1,276.0976,323.2323,449.7076,432.4324,418.0064,369.5005,305.2258,554.266,274.3902,258.7083,450.5589,390.2244,926.3546,438.4663,409.8874,265.2838,659.8425,354.3133,277.5718,314.8321,399.505,341.5337,309.7923,432.7731,362.2105,250.9915,303.9403,337.284,243.3917,442.0801,341.0192,304.8499,480.538,273.0046,286.2335,297.4517,319.9102,452.5656,295.9108,482.704,442.2233,404.6372,266.7845,535.1335,453.7591,556.2626,555.1876,372.4832,670.1847,382.1413,424.1874,334.4687,272.5208,536.2546,459.8419,412.5641,571.0311,332.9504,482.2138,360.0654,372.156,328.7473,438.7315,343.2426,396.9288,369.4533,370.892,411.9155,303.1956,601.2931,214.1319,489.5218,410.1675,424.5182,218.1146,477.0174,367.1193,272.3147,450.0784,371.3701,306.1871,678.8373,347.7516,465.5401,469.0773,434.2642,525.2665,565.2352,506.2389,577.3466,393.7042,340.4014,566.3311,615.8531,518.046,713.7368,402.3407,322.7571,710.4461,352.0836,365.2508,371.2633,407.4256,483.8957,407.7556,551.8745,750.8982,508.0358,331.2883,469.2432,384.7716,345.8135,545.7507,419.0299,331.8654,325.1025,358.4129,563.016,428.9246,361.2717,440.8706,477.1364,553.6682,513.9324,368.5812,341.728,287.8363,394.5015,300.2182,495.8497,369.0873,384.8791,420.1758,606.1375,425.8065,342.8893,306.4392,425.4748,426.6582,601.4427,430.1813,261.3636,357.4776,554.0373,528.5096,457.1184,466.1951,448.2234,408.3124,267.0879,273.5849,237.896,561.6215,560.9229,479.092,401.2876,398.7138,368.815,840.6497,395.4473,407.4105,535.5218,391.4496,334.9345,232.7704,563.3374,543.9189,638.2093,439.8217,355.0936,343.3544,505.3635,322.1994,314.2523,270.7529,693.4473,NS
LU,1388.7805,2166.2458,2879.5322,1640.423,2766.3451,1082.8245,1675.3507,4656.3303,1934.669,4902.3948,3756.6638,1222.7564,1282.4829,2700.6803,1545.0563,1368.9956,3711.811,503.1168,1482.8545,2241.7211,1126.7327,3324.132,11186.9436,4249.0996,1037.6162,2871.3881,1795.8279,2175.8025,1979.2856,41647.0275,20939.9745,36028.8684,13317.9878,3952.1984,24643.7983,4244.7276,13726.9538,2322.001,2082.5279,691.3124,2815.2121,1091.623,579.5053,3366.6769,2236.0612,2678.4997,1126.3797,2423.9374,2211.9613,2507.0943,1903.0325,2461.8529,3851.6276,6520.0835,1668.7474,1429.7115,290.0365,1170.2624,1782.7586,429.9008,5778.4399,1543.8088,866.8056,4467.6493,1990.6933,1022.7548,1672.3005,11870.9922,2908.0281,1441.2716,5482.556,2626.0075,2404.3905,1976.4454,1328.4042,13937.6915,1972.8419,1439.8098,278.62,707.9755,650.004,3483.8204,1893.3619,2287.6077,999.7506,704.4242,1190.5637,4889.9796,1695.5437,1550.603,434.2389,1283.9833,2355.0401,6149.3035,1120.3356,3913.2245,960.62,3109.9562,2353.0064,1754.3667,2362.851,1606.5574,2300.0722,2122.6994,1145.7109,2260.6909,718.5629,3299.6552,990.4908,1161.3306,356.3452,1828.4547,1163.9967,1608.2693,1509.1046,885.2733,1723.3949,1454.5955,1601.1537,1194.5025,1938.4582,958.021,1992.0492,1744.214,751.9264,1724.1379,1025.4484,4071.1795,642.5657,1920.9262,3533.7936,4635.1901,1973.219,4700.4819,2829.3907,1917.3693,5275.869,1591.4606,3448.3418,2201.9838,1627.1436,3538.8756,1391.1376,2404.9689,3137.2395,2617.1099,4131.7407,8305.0761,3002.512,2089.0293,2035.7498,1581.5752,1445.0052,1857.9668,1522.1027,3844.206,3035.3698,675.6757,1672.2223,1969.2959,2260.6316,617.3444,2157.7587,1490.393,1047.0105,3669.3057,3338.5135,3654.3467,1808.321,3655.7173,2346.519,2070.9178,2338.1295,1817.1729,2149.7079,830.7692,DOWN
LU1,108.7805,171.2963,127.4854,124.0893,135.0482,72.6476,143.672,158.7667,114.1115,63.8607,230.8684,165.0641,201.4729,131.107,497.4969,89.5197,99.2126,82.4452,87.5811,147.2132,85.1485,397.1623,3826.7062,251.5006,152.1555,191.5014,96.7449,159.5062,140.5479,2958.9041,2806.9743,2506.9284,2540.2819,2794.7688,1293.9573,94.464,1577.1012,180.9086,49.8141,83.9715,265.724,137.9955,158.4217,163.2403,212.3752,140.6564,114.2384,147.651,82.6737,88.5826,283.2758,138.2834,91.5973,190.4017,113.608,328.8109,10.433,92.4364,347.5862,53.6907,189.5991,71.6872,113.0873,70.4472,133.0852,66.832,105.1643,151.5849,282.1512,86.7457,123.8072,257.3885,193.5298,36.4026,102.8959,182.8396,195.4413,92.9328,4.1819,59.7137,57.8309,333.4639,84.3683,297.8794,86.783,125.1961,41.5242,218.8139,98.0392,154.6932,89.6938,98.4476,92.2646,762.4345,132.4827,130.3234,80.0253,135.6674,264.8933,153.4865,171.8263,98.3607,55.9103,567.4847,133.96,86.4382,79.6407,80.7588,56.7485,106.4449,65.4822,133.4241,95.5743,113.7026,132.248,51.6095,60.261,189.8734,101.3597,189.6036,123.0835,49.1004,251.8974,162.6195,94.8002,212.3208,87.8231,334.2818,108.1697,182.6125,81.4305,77.2979,59.2379,70.5047,240.8602,91.0624,102.8022,157.9581,218.75,263.3003,109.2602,165.6699,101.4061,394.617,255.9969,25.2056,60.7677,121.8274,156.2,70.0747,199.1063,127.8124,161.6789,75.703,249.7013,222.3176,326.9025,69.0229,136.158,223.928,111.1579,50.9554,108.82,139.738,68.0055,309.9878,413.5135,446.6424,195.1461,202.9106,129.2194,369.4875,293.4224,185.7477,62.1762,125.3561,DOWN
LUC7L,711.7073,832.4916,522.807,1019.9765,789.925,935.0243,908.2781,1152.4763,635.453,1167.6343,1335.7696,1058.4936,496.0547,744.5887,889.8623,772.9258,1015.748,1054.0921,829.4717,723.4336,676.2376,1364.8411,1627.2997,1335.5342,986.4751,1396.034,1052.5043,1229.6296,684.1545,2305.6257,1584.9887,1454.388,1770.0763,1539.9114,866.4244,738.1371,502.3151,800.4084,595.539,1161.8696,1172.5987,924.4577,363.0742,526.5419,419.1617,614.8694,1008.83,647.651,377.3087,567.0318,1170.1471,1049.0463,959.1219,669.2749,2107.3658,746.5511,788.0369,917.1842,1768.9655,776.4497,1315.818,859.5221,1527.5673,1265.0512,589.1112,1082.0776,831.9249,861.3153,920.4988,1459.5905,812.9227,972.5954,922.0104,1266.5953,1078.2502,1005.1073,1061.1057,435.2712,216.9367,278.1186,425.0178,638.7213,451.3919,943.0086,523.192,361.7822,564.9722,722.6994,633.8681,543.7861,474.3424,894.7368,655.0274,850.4889,669.4049,590.7781,699.9842,1012.035,1034.0815,1027.0939,777.0578,891.9961,626.0846,683.2822,739.1304,1392.3196,1285.0299,949.6317,237.1166,466.5281,426.3959,264.806,376.3236,260.2703,529.9992,388.7668,578.786,242.7078,493.6135,432.5011,315.6428,274.3628,625.2259,598.3299,655.3131,1084.0759,499.0177,493.5803,345.3838,792.4858,920.7908,1043.5217,823.8201,875.4755,1272.4014,636.3125,1404.7997,1178.7456,1132.6531,1253.3814,976.4821,1080.1435,776.3102,1161.4907,885.9615,508.3841,1256.1753,1167.0051,663.1651,1087.3061,1550.6455,986.6292,1416.286,2195.3857,1121.2664,974.2489,825.8307,827.8586,654.5671,1289.0418,573.4737,945.6149,1049.9111,995.1965,777.2707,1229.5981,969.5946,1042.6861,1188.212,983.7838,891.8776,912.3957,829.9075,1002.9206,1344.5045,1188.604,NS
